pollutant,revoked_naaqs,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1992,pw_1993,pw_1994,pw_1995,pw_1996,pw_1997,pw_1998,pw_1999,pw_2000,pw_2001,pw_2002,pw_2003,pw_2004,pw_2005,pw_2006,pw_2007,pw_2008,pw_2009,pw_2010,pw_2011,pw_2012,pw_2013,pw_2014,pw_2015,pw_2016,pw_2017,pw_2018,pw_2019,pw_2020,pw_2021,exportdt
8-Hour Ozone (1997),Revoked,INDIANA,IN,18,167,Vigo Co,,,,,,,,,,,,,W,W,,,,,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (1971),,INDIANA,IN,18,167,Vigo Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (2010),,INDIANA,IN,18,167,Vigo Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,,,,2/28/21
8-Hour Ozone (1997),Revoked,INDIANA,IN,18,173,Warrick Co,,,,,,,,,,,,,W,W,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,INDIANA,IN,18,173,Warrick Co,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
Sulfur Dioxide (1971),,INDIANA,IN,18,177,Wayne Co,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
Lead (2008),,KANSAS,KS,20,169,Saline Co,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,015,Boone Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,015,Boone Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,KENTUCKY,KY,21,015,Boone Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,,,,,,2/28/21
8-Hour Ozone (2015),,KENTUCKY,KY,21,015,Boone Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
PM-2.5 (1997),,KENTUCKY,KY,21,015,Boone Co,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,019,Boyd Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,019,Boyd Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,KENTUCKY,KY,21,019,Boyd Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,2/28/21
Sulfur Dioxide (1971),,KENTUCKY,KY,21,019,Boyd Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,029,Bullitt Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,029,Bullitt Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2015),,KENTUCKY,KY,21,029,Bullitt Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,KENTUCKY,KY,21,029,Bullitt Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,037,Campbell Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,037,Campbell Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,KENTUCKY,KY,21,037,Campbell Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,,,,,,2/28/21
8-Hour Ozone (2015),,KENTUCKY,KY,21,037,Campbell Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
PM-2.5 (1997),,KENTUCKY,KY,21,037,Campbell Co,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
Sulfur Dioxide (2010),,KENTUCKY,KY,21,037,Campbell Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,047,Christian Co,,,,,,,,,,,,,W,W,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,059,Daviess Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,061,Edmonson Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,067,Fayette Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,089,Greenup Co,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,091,Hancock Co,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,111,Jefferson Co,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2015),,KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,2/28/21
Sulfur Dioxide (2010),,KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,117,Kenton Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,,,,,,2/28/21
8-Hour Ozone (2015),,KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
PM-2.5 (1997),,KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,KENTUCKY,KY,21,127,Lawrence Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,139,Livingston Co,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,157,Marshall Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (1971),,KENTUCKY,KY,21,177,Muhlenberg Co,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,185,Oldham Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,185,Oldham Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2015),,KENTUCKY,KY,21,185,Oldham Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,209,Scott Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,005,Ascension Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,005,Ascension Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,LOUISIANA,LA,22,005,Ascension Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,011,Beauregard Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,019,Calcasieu Par,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,033,East Baton Rouge Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,033,East Baton Rouge Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,LOUISIANA,LA,22,033,East Baton Rouge Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,2/28/21
Sulfur Dioxide (2010),,LOUISIANA,LA,22,039,Evangeline Par,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,043,Grant Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,047,Iberville Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,047,Iberville Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,LOUISIANA,LA,22,047,Iberville Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,051,Jefferson Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,055,Lafayette Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,057,Lafourche Par,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,063,Livingston Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,063,Livingston Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,LOUISIANA,LA,22,063,Livingston Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,071,Orleans Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,077,Pointe Coupee Par,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,087,St Bernard Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (2010),,LOUISIANA,LA,22,087,St Bernard Par,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,089,St Charles Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,093,St James Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,101,St Mary Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,121,West Baton Rouge Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,121,West Baton Rouge Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,LOUISIANA,LA,22,121,West Baton Rouge Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,001,Barnstable Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,001,Barnstable Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,003,Berkshire Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,003,Berkshire Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,005,Bristol Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,005,Bristol Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,007,Dukes Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,007,Dukes Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MASSACHUSETTS,MA,25,007,Dukes Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,009,Essex Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,009,Essex Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,011,Franklin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,011,Franklin Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,013,Hampden Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,013,Hampden Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,013,Hampden Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,015,Hampshire Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,015,Hampshire Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,017,Middlesex Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,017,Middlesex Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,017,Middlesex Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,019,Nantucket Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,019,Nantucket Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,021,Norfolk Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,021,Norfolk Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,021,Norfolk Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,023,Plymouth Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,023,Plymouth Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,025,Suffolk Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,025,Suffolk Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,025,Suffolk Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,027,Worcester Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,027,Worcester Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,027,Worcester Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,003,Anne Arundel Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,003,Anne Arundel Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,003,Anne Arundel Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,003,Anne Arundel Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,MARYLAND,MD,24,003,Anne Arundel Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
Sulfur Dioxide (2010),,MARYLAND,MD,24,003,Anne Arundel Co,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,510,Baltimore (City),W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,510,Baltimore (City),,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,510,Baltimore (City),,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
Carbon Monoxide (1971),,MARYLAND,MD,24,510,Baltimore (City),P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,MARYLAND,MD,24,510,Baltimore (City),,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,005,Baltimore Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,005,Baltimore Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,005,Baltimore Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,005,Baltimore Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,MARYLAND,MD,24,005,Baltimore Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
Sulfur Dioxide (2010),,MARYLAND,MD,24,005,Baltimore Co,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,510,Baltimore city,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,009,Calvert Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,009,Calvert Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,009,Calvert Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,009,Calvert Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,013,Carroll Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,013,Carroll Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,013,Carroll Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,013,Carroll Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,MARYLAND,MD,24,013,Carroll Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,015,Cecil Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,015,Cecil Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,015,Cecil Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,015,Cecil Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,017,Charles Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,017,Charles Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,017,Charles Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,017,Charles Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,MARYLAND,MD,24,017,Charles Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,021,Frederick Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,021,Frederick Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,021,Frederick Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,021,Frederick Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,MARYLAND,MD,24,021,Frederick Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,025,Harford Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,025,Harford Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,025,Harford Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,025,Harford Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,MARYLAND,MD,24,025,Harford Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,027,Howard Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,027,Howard Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,MARYLAND,MD,24,027,Howard Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,MARYLAND,MD,24,027,Howard Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,MARYLAND,MD,24,027,Howard Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,029,Kent Co,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,029,Kent Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
