pollutant,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1978,pw_1979,pw_1980,pw_1981,pw_1982,pw_1983,pw_1984,pw_1985,pw_1986,pw_1987,pw_1988,pw_1989,pw_1990
Carbon Monoxide (1971),NEW YORK,NY,36,067,Onondaga County,P,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),NEW YORK,NY,36,081,Queens County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),NEW YORK,NY,36,083,Rensselaer County,P,P,P,P,,,,,,,,,
Carbon Monoxide (1971),NEW YORK,NY,36,085,Richmond County,W,W,W,W,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),NEW YORK,NY,36,091,Saratoga County,P,P,P,P,P,P,P,P,,,,,
Carbon Monoxide (1971),NEW YORK,NY,36,093,Schenectady County,P,P,P,P,P,P,,,,,,,
Carbon Monoxide (1971),NEW YORK,NY,36,119,Westchester County,P,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),NORTH CAROLINA,NC,37,063,Durham County,W,,,,,,,,,,,,
Carbon Monoxide (1971),NORTH CAROLINA,NC,37,067,Forsyth County,,,,,,,,,,,,,
Carbon Monoxide (1971),NORTH CAROLINA,NC,37,119,Mecklenburg County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),NORTH CAROLINA,NC,37,183,Wake County,,,,,,,,,,,,,
Carbon Monoxide (1971),OHIO,OH,39,035,Cuyahoga County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),OHIO,OH,39,049,Franklin County,W,W,W,W,W,W,W,W,W,W,W,,
Carbon Monoxide (1971),OHIO,OH,39,061,Hamilton County,W,W,W,W,W,W,W,W,W,W,W,,
Carbon Monoxide (1971),OHIO,OH,39,081,Jefferson County,W,W,W,W,W,,,,,,,,
Carbon Monoxide (1971),OHIO,OH,39,095,Lucas County,W,W,W,W,,,,,,,,,
Carbon Monoxide (1971),OHIO,OH,39,099,Mahoning County,W,W,W,W,W,,,,,,,,
Carbon Monoxide (1971),OHIO,OH,39,113,Montgomery County,W,W,W,W,W,,,,,,,,
Carbon Monoxide (1971),OHIO,OH,39,153,Summit County,W,W,W,,,,,,,,,,
Carbon Monoxide (1971),OKLAHOMA,OK,40,143,Tulsa County,P,P,P,P,P,P,P,P,,,,,
Carbon Monoxide (1971),OREGON,OR,41,005,Clackamas County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),OREGON,OR,41,029,Jackson County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),OREGON,OR,41,033,Josephine County,,,,,,,,,P,P,P,P,P
Carbon Monoxide (1971),OREGON,OR,41,035,Klamath County,,,,,,,,,,,,,
Carbon Monoxide (1971),OREGON,OR,41,039,Lane County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),OREGON,OR,41,047,Marion County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),OREGON,OR,41,051,Multnomah County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),OREGON,OR,41,053,Polk County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),OREGON,OR,41,067,Washington County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),PENNSYLVANIA,PA,42,003,Allegheny County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),PENNSYLVANIA,PA,42,101,Philadelphia County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),RHODE ISLAND,RI,44,007,Providence County,P,,,,,,,,,,,,
Carbon Monoxide (1971),RHODE ISLAND,RI,44,009,Washington County,,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),SOUTH CAROLINA,SC,45,079,Richland County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),SOUTH CAROLINA,SC,45,091,York County,P,P,,,,,,,,,,,
Carbon Monoxide (1971),TENNESSEE,TN,47,037,Davidson County,W,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),TENNESSEE,TN,47,093,Knox County,W,P,P,P,P,P,P,P,P,,,,
Carbon Monoxide (1971),TENNESSEE,TN,47,157,Shelby County,W,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),TEXAS,TX,48,141,El Paso County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),UTAH,UT,49,011,Davis County,P,P,P,P,P,P,,,,,,,
Carbon Monoxide (1971),UTAH,UT,49,035,Salt Lake County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),UTAH,UT,49,049,Utah County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),UTAH,UT,49,057,Weber County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),VERMONT,VT,50,007,Chittenden County,P,P,P,P,P,,,,,,,,
Carbon Monoxide (1971),VIRGINIA,VA,51,013,Arlington County,,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),VIRGINIA,VA,51,059,Fairfax County,W,P,P,P,P,P,P,P,,,,,
Carbon Monoxide (1971),VIRGINIA,VA,51,510,Alexandria city,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),WASHINGTON,WA,53,011,Clark County,,,,,,,,,,,,,P
Carbon Monoxide (1971),WASHINGTON,WA,53,033,King County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),WASHINGTON,WA,53,053,Pierce County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),WASHINGTON,WA,53,061,Snohomish County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),WASHINGTON,WA,53,063,Spokane County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),WASHINGTON,WA,53,077,Yakima County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),WISCONSIN,WI,55,079,Milwaukee County,P,P,P,P,P,P,P,P,P,P,P,P,P
Lead (1978),ALABAMA,AL,01,073,Jefferson County,,,,,,,,,,,,,
Lead (1978),GEORGIA,GA,13,215,Muscogee County,,,,,,,,,,,,,
Lead (1978),INDIANA,IN,18,097,Marion County,,,,,,,,,,,,,
Lead (1978),MINNESOTA,MN,27,037,Dakota County,,,,,,,,,,,,,
Lead (1978),MISSOURI,MO,29,093,Iron County,,,,,,,,,,,,,
Lead (1978),MISSOURI,MO,29,099,Jefferson County,,,,,,,,,,,,,
Lead (1978),MONTANA,MT,30,049,Lewis And Clark County,,,,,,,,,,,,,
Lead (1978),NEBRASKA,NE,31,055,Douglas County,,,,,,,,,,,,,
Lead (1978),TENNESSEE,TN,47,047,Fayette County,,,,,,,,,,,,,
Lead (1978),TENNESSEE,TN,47,157,Shelby County,,,,,,,,,,,,,
Lead (1978),TENNESSEE,TN,47,187,Williamson County,,,,,,,,,,,,,
Lead (1978),TEXAS,TX,48,085,Collin County,,,,,,,,,,,,,
Lead (2008),ALABAMA,AL,01,109,Pike Co,,,,,,,,,,,,,
Lead (2008),ARIZONA,AZ,04,007,Gila Co,,,,,,,,,,,,,
Lead (2008),ARIZONA,AZ,04,021,Pinal Co,,,,,,,,,,,,,
Lead (2008),CALIFORNIA,CA,06,037,Los Angeles Co,,,,,,,,,,,,,
Lead (2008),FLORIDA,FL,12,057,Hillsborough Co,,,,,,,,,,,,,
Lead (2008),ILLINOIS,IL,17,031,Cook Co,,,,,,,,,,,,,
Lead (2008),ILLINOIS,IL,17,119,Madison Co,,,,,,,,,,,,,
Lead (2008),INDIANA,IN,18,035,Delaware Co,,,,,,,,,,,,,
Lead (2008),IOWA,IA,19,155,Pottawattamie Co,,,,,,,,,,,,,
Lead (2008),KANSAS,KS,20,169,Saline Co,,,,,,,,,,,,,
Lead (2008),MICHIGAN,MI,26,067,Ionia Co,,,,,,,,,,,,,
Lead (2008),MINNESOTA,MN,27,037,Dakota Co,,,,,,,,,,,,,
Lead (2008),MISSOURI,MO,29,065,Dent Co,,,,,,,,,,,,,
Lead (2008),MISSOURI,MO,29,093,Iron Co,,,,,,,,,,,,,
Lead (2008),MISSOURI,MO,29,099,Jefferson Co,,,,,,,,,,,,,
Lead (2008),MISSOURI,MO,29,179,Reynolds Co,,,,,,,,,,,,,
Lead (2008),OHIO,OH,39,035,Cuyahoga Co,,,,,,,,,,,,,
Lead (2008),OHIO,OH,39,051,Fulton Co,,,,,,,,,,,,,
Lead (2008),OHIO,OH,39,091,Logan Co,,,,,,,,,,,,,
Lead (2008),PENNSYLVANIA,PA,42,007,Beaver Co,,,,,,,,,,,,,
Lead (2008),PENNSYLVANIA,PA,42,011,Berks Co,,,,,,,,,,,,,
Lead (2008),PUERTO RICO,PR,72,013,Arecibo Municipio,,,,,,,,,,,,,
Lead (2008),TENNESSEE,TN,47,163,Sullivan Co,,,,,,,,,,,,,
Lead (2008),TEXAS,TX,48,085,Collin Co,,,,,,,,,,,,,
Nitrogen Dioxide (1971),CALIFORNIA,CA,06,037,Los Angeles County,,,,,,,,,,,,,
Nitrogen Dioxide (1971),CALIFORNIA,CA,06,059,Orange County,,,,,,,,,,,,,
Nitrogen Dioxide (1971),CALIFORNIA,CA,06,065,Riverside County,,,,,,,,,,,,,
Nitrogen Dioxide (1971),CALIFORNIA,CA,06,071,San Bernardino County,,,,,,,,,,,,,
PM-10 (1987),ALASKA,AK,02,020,Anchorage Ed,,,,,,,,,,,,,P
PM-10 (1987),ALASKA,AK,02,110,Juneau Ed,,,,,,,,,,,,,P
PM-10 (1987),ARIZONA,AZ,04,003,Cochise County,,,,,,,,,,,,,P
PM-10 (1987),ARIZONA,AZ,04,007,Gila County,,,,,,,,,,,,,
PM-10 (1987),ARIZONA,AZ,04,013,Maricopa County,,,,,,,,,,,,,P
PM-10 (1987),ARIZONA,AZ,04,015,Mohave County,,,,,,,,,,,,,
PM-10 (1987),ARIZONA,AZ,04,019,Pima County,,,,,,,,,,,,,P
PM-10 (1987),ARIZONA,AZ,04,021,Pinal County,,,,,,,,,,,,,P
PM-10 (1987),ARIZONA,AZ,04,023,Santa Cruz County,,,,,,,,,,,,,P
PM-10 (1987),ARIZONA,AZ,04,027,Yuma County,,,,,,,,,,,,,P
PM-10 (1987),CALIFORNIA,CA,06,019,Fresno County,,,,,,,,,,,,,W
PM-10 (1987),CALIFORNIA,CA,06,025,Imperial County,,,,,,,,,,,,,P
PM-10 (1987),CALIFORNIA,CA,06,027,Inyo County,,,,,,,,,,,,,P
PM-10 (1987),CALIFORNIA,CA,06,029,Kern County,,,,,,,,,,,,,W
PM-10 (1987),CALIFORNIA,CA,06,031,Kings County,,,,,,,,,,,,,W
PM-10 (1987),CALIFORNIA,CA,06,037,Los Angeles County,,,,,,,,,,,,,P
PM-10 (1987),CALIFORNIA,CA,06,039,Madera County,,,,,,,,,,,,,W
PM-10 (1987),CALIFORNIA,CA,06,047,Merced Co,,,,,,,,,,,,,W
PM-10 (1987),CALIFORNIA,CA,06,051,Mono County,,,,,,,,,,,,,
PM-10 (1987),CALIFORNIA,CA,06,059,Orange County,,,,,,,,,,,,,P
PM-10 (1987),CALIFORNIA,CA,06,065,Riverside County,,,,,,,,,,,,,P
PM-10 (1987),CALIFORNIA,CA,06,067,Sacramento County,,,,,,,,,,,,,
PM-10 (1987),CALIFORNIA,CA,06,071,San Bernardino County,,,,,,,,,,,,,
PM-10 (1987),CALIFORNIA,CA,06,077,San Joaquin County,,,,,,,,,,,,,W
PM-10 (1987),CALIFORNIA,CA,06,099,Stanislaus County,,,,,,,,,,,,,W
PM-10 (1987),CALIFORNIA,CA,06,107,Tulare County,,,,,,,,,,,,,W
PM-10 (1987),COLORADO,CO,08,001,Adams County,,,,,,,,,,,,,P
PM-10 (1987),COLORADO,CO,08,005,Arapahoe County,,,,,,,,,,,,,P
PM-10 (1987),COLORADO,CO,08,007,Archuleta County,,,,,,,,,,,,,P
PM-10 (1987),COLORADO,CO,08,013,Boulder County,,,,,,,,,,,,,P
PM-10 (1987),COLORADO,CO,08,014,Broomfield Co,,,,,,,,,,,,,
PM-10 (1987),COLORADO,CO,08,031,Denver County,,,,,,,,,,,,,W
PM-10 (1987),COLORADO,CO,08,035,Douglas County,,,,,,,,,,,,,W
PM-10 (1987),COLORADO,CO,08,043,Fremont County,,,,,,,,,,,,,P
PM-10 (1987),COLORADO,CO,08,059,Jefferson County,,,,,,,,,,,,,W
PM-10 (1987),COLORADO,CO,08,097,Pitkin County,,,,,,,,,,,,,P
PM-10 (1987),COLORADO,CO,08,099,Prowers County,,,,,,,,,,,,,P
PM-10 (1987),COLORADO,CO,08,107,Routt County,,,,,,,,,,,,,
PM-10 (1987),COLORADO,CO,08,113,San Miguel County,,,,,,,,,,,,,P
PM-10 (1987),CONNECTICUT,CT,09,009,New Haven County,,,,,,,,,,,,,P
PM-10 (1987),IDAHO,ID,16,001,Ada County,,,,,,,,,,,,,P
PM-10 (1987),IDAHO,ID,16,005,Bannock County,,,,,,,,,,,,,P
PM-10 (1987),IDAHO,ID,16,017,Bonner County,,,,,,,,,,,,,P
PM-10 (1987),IDAHO,ID,16,077,Power County,,,,,,,,,,,,,P
PM-10 (1987),IDAHO,ID,16,079,Shoshone County,,,,,,,,,,,,,
PM-10 (1987),ILLINOIS,IL,17,031,Cook County,,,,,,,,,,,,,P
PM-10 (1987),ILLINOIS,IL,17,099,La Salle County,,,,,,,,,,,,,P
PM-10 (1987),ILLINOIS,IL,17,119,Madison County,,,,,,,,,,,,,P
PM-10 (1987),INDIANA,IN,18,089,Lake County,,,,,,,,,,,,,P
PM-10 (1987),INDIANA,IN,18,165,Vermillion County,,,,,,,,,,,,,P
PM-10 (1987),MAINE,ME,23,003,Aroostook County,,,,,,,,,,,,,P
PM-10 (1987),MICHIGAN,MI,26,163,Wayne County,,,,,,,,,,,,,P
PM-10 (1987),MINNESOTA,MN,27,109,Olmsted County,,,,,,,,,,,,,P
PM-10 (1987),MINNESOTA,MN,27,123,Ramsey County,,,,,,,,,,,,,P
PM-10 (1987),MONTANA,MT,30,029,Flathead County,,,,,,,,,,,,,
PM-10 (1987),MONTANA,MT,30,047,Lake County,,,,,,,,,,,,,P
PM-10 (1987),MONTANA,MT,30,053,Lincoln County,,,,,,,,,,,,,P
PM-10 (1987),MONTANA,MT,30,063,Missoula County,,,,,,,,,,,,,P
PM-10 (1987),MONTANA,MT,30,087,Rosebud County,,,,,,,,,,,,,P
PM-10 (1987),MONTANA,MT,30,089,Sanders County,,,,,,,,,,,,,
PM-10 (1987),MONTANA,MT,30,093,Silver Bow County,,,,,,,,,,,,,P
PM-10 (1987),NEVADA,NV,32,003,Clark County,,,,,,,,,,,,,P
PM-10 (1987),NEVADA,NV,32,031,Washoe County,,,,,,,,,,,,,
PM-10 (1987),NEW MEXICO,NM,35,013,Dona Ana County,,,,,,,,,,,,,P
PM-10 (1987),NEW YORK,NY,36,061,New York County,,,,,,,,,,,,,
PM-10 (1987),OHIO,OH,39,035,Cuyahoga County,,,,,,,,,,,,,W
PM-10 (1987),OHIO,OH,39,081,Jefferson County,,,,,,,,,,,,,P
PM-10 (1987),OREGON,OR,41,029,Jackson County,,,,,,,,,,,,,P
PM-10 (1987),OREGON,OR,41,033,Josephine County,,,,,,,,,,,,,P
PM-10 (1987),OREGON,OR,41,035,Klamath County,,,,,,,,,,,,,P
PM-10 (1987),OREGON,OR,41,037,Lake County,,,,,,,,,,,,,
PM-10 (1987),OREGON,OR,41,039,Lane County,,,,,,,,,,,,,
PM-10 (1987),OREGON,OR,41,061,Union County,,,,,,,,,,,,,P
PM-10 (1987),PENNSYLVANIA,PA,42,003,Allegheny County,,,,,,,,,,,,,P
PM-10 (1987),PUERTO RICO,PR,72,061,Guaynabo County,,,,,,,,,,,,,P
PM-10 (1987),TEXAS,TX,48,141,El Paso County,,,,,,,,,,,,,P
PM-10 (1987),UTAH,UT,49,035,Salt Lake County,,,,,,,,,,,,,W
PM-10 (1987),UTAH,UT,49,049,Utah County,,,,,,,,,,,,,W
PM-10 (1987),UTAH,UT,49,057,Weber County,,,,,,,,,,,,,
PM-10 (1987),WASHINGTON,WA,53,033,King County,,,,,,,,,,,,,P
PM-10 (1987),WASHINGTON,WA,53,053,Pierce County,,,,,,,,,,,,,P
PM-10 (1987),WASHINGTON,WA,53,063,Spokane County,,,,,,,,,,,,,P
PM-10 (1987),WASHINGTON,WA,53,067,Thurston County,,,,,,,,,,,,,P
PM-10 (1987),WASHINGTON,WA,53,071,Walla Walla County,,,,,,,,,,,,,P
PM-10 (1987),WASHINGTON,WA,53,077,Yakima County,,,,,,,,,,,,,P
PM-10 (1987),WEST VIRGINIA,WV,54,009,Brooke County,,,,,,,,,,,,,
PM-10 (1987),WEST VIRGINIA,WV,54,029,Hancock County,,,,,,,,,,,,,
PM-10 (1987),WYOMING,WY,56,033,Sheridan County,,,,,,,,,,,,,P
PM-2.5 (1997),ALABAMA,AL,01,071,Jackson Co,,,,,,,,,,,,,
PM-2.5 (1997),ALABAMA,AL,01,073,Jefferson Co,,,,,,,,,,,,,
PM-2.5 (1997),ALABAMA,AL,01,117,Shelby Co,,,,,,,,,,,,,
PM-2.5 (1997),ALABAMA,AL,01,127,Walker Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,019,Fresno Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,029,Kern Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,031,Kings Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,037,Los Angeles Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,039,Madera Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,047,Merced Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,059,Orange Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,065,Riverside Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,071,San Bernardino Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,077,San Joaquin Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,099,Stanislaus Co,,,,,,,,,,,,,
PM-2.5 (1997),CALIFORNIA,CA,06,107,Tulare Co,,,,,,,,,,,,,
PM-2.5 (1997),CONNECTICUT,CT,09,001,Fairfield Co,,,,,,,,,,,,,
PM-2.5 (1997),CONNECTICUT,CT,09,009,New Haven Co,,,,,,,,,,,,,
PM-2.5 (1997),DELAWARE,DE,10,003,New Castle Co,,,,,,,,,,,,,
PM-2.5 (1997),DISTRICT OF COLUMBIA,DC,11,001,Entire District,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,013,Barrow Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,015,Bartow Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,021,Bibb Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,045,Carroll Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,047,Catoosa Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,057,Cherokee Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,063,Clayton Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,067,Cobb Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,077,Coweta Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,089,De Kalb Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,097,Douglas Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,113,Fayette Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,115,Floyd Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,117,Forsyth Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,121,Fulton Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,135,Gwinnett Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,139,Hall Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,149,Heard Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,151,Henry Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,207,Monroe Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,217,Newton Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,223,Paulding Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,237,Putnam Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,247,Rockdale Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,255,Spalding Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,295,Walker Co,,,,,,,,,,,,,
PM-2.5 (1997),GEORGIA,GA,13,297,Walton Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,031,Cook Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,043,Du Page Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,063,Grundy Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,089,Kane Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,093,Kendall Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,097,Lake Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,111,Mc Henry Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,119,Madison Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,133,Monroe Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,157,Randolph Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,163,St Clair Co,,,,,,,,,,,,,
PM-2.5 (1997),ILLINOIS,IL,17,197,Will Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,019,Clark Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,029,Dearborn Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,037,Dubois Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,043,Floyd Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,051,Gibson Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,057,Hamilton Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,063,Hendricks Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,077,Jefferson Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,081,Johnson Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,089,Lake Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,097,Marion Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,109,Morgan Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,125,Pike Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,127,Porter Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,147,Spencer Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,163,Vanderburgh Co,,,,,,,,,,,,,
PM-2.5 (1997),INDIANA,IN,18,173,Warrick Co,,,,,,,,,,,,,
PM-2.5 (1997),KENTUCKY,KY,21,015,Boone Co,,,,,,,,,,,,,
PM-2.5 (1997),KENTUCKY,KY,21,019,Boyd Co,,,,,,,,,,,,,
PM-2.5 (1997),KENTUCKY,KY,21,029,Bullitt Co,,,,,,,,,,,,,
PM-2.5 (1997),KENTUCKY,KY,21,037,Campbell Co,,,,,,,,,,,,,
PM-2.5 (1997),KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,
PM-2.5 (1997),KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,
PM-2.5 (1997),KENTUCKY,KY,21,127,Lawrence Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,003,Anne Arundel Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,005,Baltimore Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,013,Carroll Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,017,Charles Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,021,Frederick Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,025,Harford Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,027,Howard Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,031,Montgomery Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,033,Prince George's Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,043,Washington Co,,,,,,,,,,,,,
PM-2.5 (1997),MARYLAND,MD,24,510,Baltimore (City),,,,,,,,,,,,,
PM-2.5 (1997),MICHIGAN,MI,26,093,Livingston Co,,,,,,,,,,,,,
PM-2.5 (1997),MICHIGAN,MI,26,099,Macomb Co,,,,,,,,,,,,,
PM-2.5 (1997),MICHIGAN,MI,26,115,Monroe Co,,,,,,,,,,,,,
PM-2.5 (1997),MICHIGAN,MI,26,125,Oakland Co,,,,,,,,,,,,,
PM-2.5 (1997),MICHIGAN,MI,26,147,St Clair Co,,,,,,,,,,,,,
PM-2.5 (1997),MICHIGAN,MI,26,161,Washtenaw Co,,,,,,,,,,,,,
PM-2.5 (1997),MICHIGAN,MI,26,163,Wayne Co,,,,,,,,,,,,,
PM-2.5 (1997),MISSOURI,MO,29,071,Franklin Co,,,,,,,,,,,,,
PM-2.5 (1997),MISSOURI,MO,29,099,Jefferson Co,,,,,,,,,,,,,
PM-2.5 (1997),MISSOURI,MO,29,183,St Charles Co,,,,,,,,,,,,,
PM-2.5 (1997),MISSOURI,MO,29,189,St Louis Co,,,,,,,,,,,,,
PM-2.5 (1997),MISSOURI,MO,29,510,St Louis,,,,,,,,,,,,,
PM-2.5 (1997),MONTANA,MT,30,053,Lincoln Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,003,Bergen Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,005,Burlington Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,007,Camden Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,013,Essex Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,015,Gloucester Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,017,Hudson Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,021,Mercer Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,023,Middlesex Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,025,Monmouth Co,,,,,,,,,,,,,
PM-2.5 (1997),NEW JERSEY,NJ,34,027,Morris Co,,,,,,,,,,,,,
